k	AGC
5	175.34552237712725
10	95.12779708321627
15	64.18618838838853
20	49.81798290162813
25	40.302635579525635
30	34.48819089448157
35	30.382813115649824
40	26.931838483802927
45	24.14745887781311
50	21.84261949226832
