k	AGC
5	205.12500078415312
10	137.67701120862657
15	76.01778712784206
20	57.4441485589531
25	50.58196048341129
30	46.23085744205788
35	44.7069287445105
40	37.42308576988651
45	34.559155479832654
50	32.20635922278613
