k	AGC
5	125.53741926646707
10	79.69471389631185
15	62.04913031090945
20	54.36296636854673
25	49.023224617751964
30	46.028100017430816
35	43.980365618557535
40	42.80309770244686
45	38.76216539990559
50	38.10492013271086
