k	AGC
5	125.53741926646707
10	84.7645200510876
15	67.95277058126453
20	57.585070505129096
25	50.808344234686835
30	46.44266777879937
35	44.3422067685385
40	43.21239396770898
45	38.88063964187617
50	38.16908248648907
