k	AGC
5	88.99167853721616
10	62.72142781245072
15	53.24788067486336
20	47.76317026614843
25	45.58571491980568
30	43.71429942823077
35	42.72008465977105
40	42.06489648513375
45	41.597296512907484
50	41.31547292468425
