k	MANC
5	1243.9550761782186
10	469.4644106343128
15	277.0025912699715
20	196.52693767207134
25	153.62937607759207
30	128.55215215139813
35	109.69856972930279
40	96.27479099463746
45	85.14510231441277
50	76.61525896469563
