k	AGC
5	37.74591489166003
10	22.329689936302056
15	16.559621830122097
20	13.187589788985917
25	11.033722171392473
30	9.519713958562784
35	8.43236190308918
40	7.582872550844354
45	6.896670389464526
50	6.337856440643788
