k	AGC
5	37.74591489166003
10	22.70063104622784
15	17.31359853175659
20	14.027643178337486
25	12.13404906452766
30	10.751657994232156
35	9.726072820182104
40	8.61402061970338
45	7.733646124290593
50	7.157095142118886
