k	AGC
5	41.99590471983038
10	25.53123971909851
15	18.31745046798912
20	15.423489213259971
25	13.601139223230627
30	11.25993378470353
35	10.024063664345535
40	9.009493453426698
45	8.09832625232949
50	7.681194997196954
