k	AGC
5	38.26155916391455
10	22.729845751135798
15	16.967427713154844
20	13.475924819404463
25	11.124979089277543
30	9.547597696229765
35	8.462697497613874
40	7.638933948438081
45	6.940105741730476
50	6.361779776108105
