k	AGC
5	38.26155916391455
10	23.3003376370796
15	18.15049515593394
20	14.791763165113641
25	12.557097356991994
30	11.01547243809023
35	10.04003257719333
40	9.017212744701833
45	7.767652941145414
50	7.393864444752851
