k	AGC
5	446.11771588745535
10	181.25528097328663
15	164.22059936427414
20	139.06502633471555
25	98.99135765473872
30	71.12545479999179
35	57.48727329103528
40	54.39121018594031
45	44.83795676914447
50	42.21977761206642
