k	AGC
5	512.171357589212
10	406.56824303643424
15	382.1622043659651
20	369.0331430465475
25	302.60529374123297
30	298.8348893071306
35	293.78581212219717
40	292.65272909954734
45	105.77327367356692
50	101.42898660869304
