k	AGC
5	243.82808931908147
10	120.7388904769912
15	74.83120262982939
20	52.80676505379856
25	41.5682826295171
30	33.487251974868094
35	27.786643082185776
40	23.483719034787697
45	20.02140211054142
50	17.182906824425242
