k	AGC
5	18.402155292746922
10	13.72438117942634
15	10.468372728291735
20	7.701133928073972
25	6.829470396215171
30	5.927118144288808
35	5.456993320871163
40	4.926710418210505
45	4.512846465296738
50	4.07232597187093
