k	AGC
5	18.402155292746922
10	13.26084568379415
15	10.10047770345015
20	8.086224321482089
25	7.08214085242508
30	6.595740504350088
35	6.127974689989755
40	5.941137843329223
45	5.807354370474158
50	5.594235151238978
