k	AGC
5	18.402155292746922
10	13.72438117942634
15	9.370970269626818
20	7.714290875244971
25	6.9019219761412325
30	6.1766418390347955
35	5.48412293153859
40	4.871128104562209
45	4.514924100796417
50	4.262041588025458
