k	AGC
5	15.453048972141293
10	10.15942456859028
15	7.966785912258461
20	6.81220849598046
25	5.903925985576379
30	5.21503317185493
35	4.644259182914544
40	4.230808780743203
45	3.8877428014697517
50	3.5953122176691017
