k	AGC
5	28.198095185823362
10	16.691459561336835
15	12.103492421413488
20	9.64576381798803
25	8.069482478269103
30	7.038744508557299
35	6.151525633641109
40	5.490866489104651
45	4.892248841151349
50	4.462412814766605
