k	AGC
5	29.4893552131042
10	16.612611384764715
15	12.762269343788288
20	10.05049129513126
25	8.279275641504263
30	7.124841131712465
35	6.284842062514667
40	5.582010688153669
45	5.148034162999987
50	4.529348831586658
